"","Text_name","State_cap_travel_time"
"598","Tijucas do Sul_PR",201.766362041922
"599","Capela_AL",1134.93134906376
"600","Guarará_MG",1308.21234096134
"601","Toritama_PE",2029.90843625582
"602","Botuporã_BA",1321.93184157216
"603","Ibimirim_PE",1887.81700176505
"604","Nilo Peçanha_BA",1438.44672368885
"605","Paragominas_PA",1328.78096375737
"606","Senador Canedo_GO",601.88584026929
"607","Chalé_MG",1326.27317401862
"608","Dois Irmãos do Tocantins_TO",927.537470923006
"609","Iperó_SP",423.15915065149
"610","Cariri do Tocantins_TO",736.28337621373
"611","Chapadão do Céu_GO",452.617091198995
"612","Quixelô_CE",2073.54151854661
"613","Oiapoque_AP",3169.85633736438
"614","Trabiju_SP",417.214635740072
"615","Flórida_PR",343.047894121263
"616","Miguel Alves_PI",2287.26932419977
"617","Curimatá_PI",1760.91311228659
"618","Ibirarema_SP",546.452997202215
"619","Echaporã_SP",531.84008373399
"620","Tapira_MG",1058.68834310439
"621","Lourdes_SP",505.839060858559
"622","Nova Aliança do Ivaí_PR",393.039394620048
"623","Alfredo Chaves_ES",1235.79197426831
"624","São Gonçalo do Gurguéia_PI",1717.56013663385
"625","Rio das Pedras_SP",395.58206715556
"626","Salto do Lontra_PR",468.9927473651
"627","Itumbiara_GO",471.041658967589
"628","Ruy Barbosa_BA",1506.06265582471
"629","Moema_MG",1096.20950637485
"630","Santa Helena de Goiás_GO",477.606867236326
"631","São João_PR",424.485306655656
"632","Marcação_PB",902.141940130254
"633","Porto dos Gaúchos_MT",979.866733843317
"634","Potiraguá_BA",1312.45394679385
"635","Novo Horizonte do Sul_MS",222.002069845138
"636","São Félix do Araguaia_MT",1342.93007248299
"637","Cabeceiras_GO",764.703091387723
"638","Três de Maio_RS",2221.64232795246
"639","Cedro_CE",2016.97327960987
"640","Riachuelo_RN",828.756360797083
"641","Imbé de Minas_MG",1292.32481709112
"642","São Domingos do Azeitão_MA",565.119855280873
"643","Natividade_TO",799.952938974982
"644","Sete Quedas_MS",398.481585780452
"645","Joaquim Pires_PI",2361.69205552675
"646","São Miguel_RN",711.563991687245
"647","Boqueirão_PB",848.740034291935
"648","Epitaciolândia_AC",2889.00159383029
"649","Feijó_AC",2997.52632136304
"650","Nazareno_MG",1213.78235248311
"651","São Bonifácio_SC",1879.18521456899
"652","Ituberá_BA",1429.04643240219
"653","Pendências_RN",827.234317837563
"654","Nova Serrana_MG",1120.35140101353
