Sigla,Codigo,Munic_pio,Domic_lios - com _gua encanada - pessoas (2000),Domic_lios - com servi_o de coleta de lixo - pessoas (2000),Domic_lios - com energia el_trica - pessoas (2000),Domic_lios - com material de constru__o dur_vel - pessoas (1991),Domic_lios - com instala__o adequada de esgoto - pessoas (1991),Domic_lios - com _gua encanada - pessoas (1991),Domic_lios - com servi_o de coleta de lixo - pessoas (1991),Domic_lios - com energia el_trica - pessoas (1991),Taxa de participa__o - mulheres (2000),Populacao Ocupada (2000),Renda per capita - 1991,Renda per capita - 2000,ndice de Desenvolvimento Humano - 1991,ndice de Desenvolvimento Humano - 2000,Popula__o (2000),Popula__o rural (2000),Popula__o urbana (2000),Taxa de fecundidade (2000),ANS 2015,ANS 2016,Interna__es - 2015,Interna__es - 2016,Produ__o Ambulatorial do SUS - 2015,Produ__o Ambulatorial do SUS - 2016
MG,3169505,Tumiritinga,87.36,67.45,94.74,99.2,0.4,67.63,11.75,80.03,0.31,2129.00,111.27,130.35,0.61,0.68,5831.00,1956.00,3875.00,2.95,266.00,269.00,NA,NA,31590.00,13140.00
MG,3169604,Tupaciguara,95.23,95.1,98.9,96.8,72.3,85.18,64.87,93.1,0.39,9351.00,217.50,244.83,0.72,0.78,23117.00,2496.00,20621.00,2.19,3068.00,2717.00,1315.00,367.00,257431.00,161135.00
MG,3169703,Turmalina,71.19,84.23,72.33,98.8,57.2,39.59,29.6,51,0.34,5585.00,83.18,125.36,0.60,0.71,15655.00,5497.00,10158.00,2.59,917.00,863.00,2524.00,1196.00,400539.00,159281.00
MG,3169802,Turvol_ndia,95.37,96.93,99.28,99.2,31,74.89,49.38,87.66,0.5,2237.00,137.29,212.60,0.68,0.76,4243.00,2087.00,2156.00,2.60,204.00,216.00,NA,NA,72119.00,32943.00
MG,3169901,Ub_,97.47,96.64,99.75,98.6,83.6,90.95,78.05,93.35,0.44,34652.00,171.20,259.98,0.72,0.77,85065.00,8378.00,76687.00,2.12,50192.00,39117.00,12481.00,5979.00,3379584.00,1658512.00
MG,3170008,Uba_,32.18,27.53,66.65,88.9,NA,18.48,19.33,38.46,0.32,3524.00,80.06,78.16,0.56,0.65,10774.00,6153.00,4621.00,3.40,73.00,75.00,NA,NA,86302.00,26723.00
MG,3170057,Ubaporanga,94.21,84.68,98.04,NA,NA,64.49,11.97,70.91,0.33,4397.00,68.90,148.55,0.60,0.70,11682.00,6104.00,5578.00,2.30,420.00,430.00,NA,NA,301677.00,28150.00
MG,3170107,Uberaba,98.17,99.15,99.55,99.5,89,95.24,95.85,99.27,0.5,113480.00,279.32,400.40,0.76,0.83,252051.00,7880.00,244171.00,1.77,120811.00,121254.00,25924.00,10173.00,8507337.00,4251298.00
MG,3170206,Uberl_ndia,98.58,99.47,99.62,98.9,89.7,96.53,93.53,98.54,0.51,222577.00,306.29,389.32,0.78,0.83,501214.00,12232.00,488982.00,1.89,244536.00,237825.00,41274.00,18218.00,17574836.00,9390234.00
MG,3170305,Umburatiba,63.71,79.86,88.63,75.5,NA,45.84,56.77,67.64,0.26,837.00,71.78,116.42,0.53,0.62,2872.00,1269.00,1603.00,3.52,40.00,36.00,NA,NA,261926.00,9560.00
MG,3170404,Una_,86.87,96.24,93.17,97.4,46.7,59.83,61.96,72.06,0.44,29114.00,147.84,343.52,0.68,0.81,70033.00,14484.00,55549.00,2.47,12779.00,11378.00,3534.00,1627.00,2243609.00,490789.00
MG,3170438,Uni_o de Minas,82.28,93.03,93.89,NA,NA,56.3,17.24,74.07,0.3,1731.00,145.85,202.37,0.63,0.72,4638.00,2366.00,2272.00,2.59,242.00,238.00,518.00,266.00,60224.00,24706.00
MG,3170479,Uruana de Minas,61.16,86.44,73.08,NA,NA,28.49,NA,31.05,0.23,908.00,76.48,102.96,0.60,0.70,3263.00,1512.00,1751.00,2.65,73.00,74.00,NA,NA,45261.00,8567.00
MG,3170503,Uruc_nia,88.24,74.17,95.95,98.9,76.6,74.18,52.87,86.17,0.36,3716.00,93.87,142.39,0.59,0.69,10375.00,3306.00,7069.00,2.24,1221.00,1324.00,NA,NA,146756.00,155364.00
MG,3170529,Urucuia,37.35,65.37,62.01,NA,NA,5.56,0.49,21.94,0.33,2743.00,50.76,84.86,0.57,0.68,9615.00,5296.00,4319.00,4.30,58.00,50.00,348.00,180.00,77910.00,28895.00
MG,3170578,Vargem Alegre,86.54,86.81,94.84,NA,NA,55.85,3.66,71.34,0.27,1832.00,78.79,121.97,0.61,0.70,6544.00,1720.00,4824.00,2.56,188.00,223.00,NA,NA,171393.00,304905.00
MG,3170602,Vargem Bonita,94.72,95.3,94.99,100,51.9,70.59,15.66,68.15,0.38,919.00,132.55,210.75,0.67,0.76,2212.00,1032.00,1180.00,2.25,112.00,139.00,NA,NA,55687.00,23273.00
MG,3170651,Vargem Grande do Rio Pardo,49.07,61.19,70.29,NA,NA,14.16,14.65,35.6,0.32,1398.00,59.01,79.60,0.47,0.60,4457.00,2480.00,1977.00,3.14,17.00,21.00,NA,NA,75087.00,43222.00
MG,3170701,Varginha,98.48,98.78,99.87,99.8,93.3,96.79,95.72,99.4,0.51,48317.00,295.26,382.27,0.77,0.82,108998.00,4833.00,104165.00,2.04,55436.00,49814.00,11662.00,4316.00,6062827.00,3338830.00
MG,3170750,Varj_o de Minas,88.33,98.45,96.57,NA,NA,66.29,3.24,71.85,0.4,1992.00,117.26,187.85,0.66,0.74,4701.00,1212.00,3489.00,2.90,1099.00,1457.00,NA,NA,78509.00,55364.00
MG,3170800,V_rzea da Palma,73.37,84.31,95.65,96.6,NA,52.79,58.23,80.83,0.42,10732.00,109.36,148.16,0.63,0.73,31641.00,4009.00,27632.00,2.50,2709.00,2694.00,1664.00,714.00,751273.00,347488.00
MG,3170909,Varzel_ndia,47.24,57.24,80.12,95.1,NA,16.81,39.99,41.63,0.3,5609.00,49.33,72.77,0.52,0.63,19169.00,10638.00,8531.00,3.70,134.00,123.00,673.00,339.00,158986.00,83926.00
MG,3171006,Vazante,91.35,93.5,96.16,95.8,68.6,72.19,68.46,85.95,0.39,7438.00,157.14,256.98,0.69,0.76,18928.00,4000.00,14928.00,2.65,3858.00,3820.00,434.00,204.00,258411.00,116308.00
MG,3171030,Verdel_ndia,67.3,41.34,71.07,NA,NA,36.01,11.66,45.63,0.3,1918.00,53.82,60.71,0.50,0.60,7179.00,3492.00,3687.00,4.77,16.00,21.00,NA,NA,287937.00,47939.00
MG,3171071,Veredinha,47.36,62.55,69.6,NA,NA,17.93,5.14,31.5,0.51,1990.00,56.30,95.01,0.55,0.67,5257.00,2137.00,3120.00,3.16,144.00,133.00,NA,NA,215419.00,26256.00
MG,3171105,Ver_ssimo,97.24,98.5,99.32,99.8,99.9,98.65,36.5,97.47,0.32,1286.00,183.65,244.73,0.73,0.78,2874.00,1399.00,1475.00,2.56,487.00,539.00,NA,NA,70745.00,29882.00
MG,3171154,Vermelho Novo,85.82,89.32,96.03,NA,NA,61.4,30.53,53.13,0.47,2383.00,75.31,145.36,0.59,0.69,4572.00,3038.00,1534.00,2.33,45.00,46.00,NA,NA,62103.00,23140.00
MG,3171204,Vespasiano,92.43,80.52,99.35,98.8,49.7,83.75,73.69,93.74,0.47,27167.00,134.70,196.51,0.68,0.75,76422.00,1209.00,75213.00,2.52,24975.00,23821.00,2670.00,1081.00,2203053.00,710119.00
MG,3171303,Vi_osa,97.21,96.01,98.51,96.8,75.7,89.34,71.93,92.02,0.45,26853.00,224.79,329.71,0.72,0.81,64854.00,5062.00,59792.00,2.33,29613.00,29120.00,6193.00,2879.00,1291366.00,355972.00
MG,3171402,Vieiras,95.26,93.91,97.81,80.6,70,80.28,74.32,78.18,0.36,1872.00,69.98,180.54,0.60,0.71,3952.00,2167.00,1785.00,2.29,79.00,94.00,NA,NA,275282.00,29404.00
MG,3171501,Mathias Lobato,83.11,33.2,95.05,100,54.2,50.81,31.49,74.93,0.31,886.00,85.71,120.56,0.61,0.68,3642.00,359.00,3283.00,3.13,203.00,208.00,NA,NA,50258.00,25170.00
MG,3171600,Virgem da Lapa,56.76,81.68,71.29,95.2,44.4,42.91,36.32,35.88,0.3,4351.00,68.64,107.31,0.56,0.66,13672.00,7789.00,5883.00,3.18,174.00,165.00,272.00,NA,1619821.00,35672.00
MG,3171709,Virg_nia,89.14,96.17,98.15,85.4,90.6,67.84,72.63,93.9,0.3,3188.00,89.14,141.17,0.64,0.71,8699.00,5328.00,3371.00,2.54,1307.00,1099.00,493.00,183.00,79159.00,141814.00
MG,3171808,Virgin_polis,77.74,91.17,95.09,56.7,67.2,56.39,63.78,77.16,0.44,4520.00,89.34,147.23,0.61,0.72,10827.00,5193.00,5634.00,2.95,1248.00,1206.00,1051.00,497.00,123293.00,61244.00
MG,3171907,Virgol_ndia,67.53,56.98,87.91,69.3,45.5,34.91,18.05,52.4,0.34,1989.00,93.77,102.87,0.59,0.67,6112.00,2932.00,3180.00,2.24,229.00,227.00,NA,NA,48150.00,35541.00
MG,3172004,Visconde do Rio Branco,94.13,95.38,98.97,98.8,85.6,76.79,77.18,88.45,0.44,13327.00,148.68,227.59,0.66,0.75,32598.00,6709.00,25889.00,2.19,10575.00,7318.00,3793.00,1866.00,477785.00,256251.00
MG,3172103,Volta Grande,95.52,94.77,98.56,98.5,83.9,87.22,76.97,87.03,0.37,1823.00,128.12,191.27,0.65,0.73,4919.00,1442.00,3477.00,2.42,527.00,503.00,NA,NA,250818.00,11317.00
MG,3172202,Wenceslau Braz,97.95,97.71,99.3,86.9,49.1,84.97,52.86,94.37,0.25,861.00,114.14,208.58,0.66,0.74,2596.00,1410.00,1186.00,2.64,318.00,243.00,NA,NA,56755.00,15015.00
ES,3200102,Afonso Cl_udio,87.02,94.08,96.57,96.8,66.6,76.67,72.43,84.54,0.48,16319.00,107.77,183.75,0.63,0.72,32232.00,17769.00,14463.00,2.40,3231.00,3199.00,1500.00,714.00,1253040.00,274278.00
ES,3200136,guia Branca,85.27,88.5,94.04,97.5,NA,64.48,84.28,77.42,0.47,4793.00,74.21,170.08,0.58,0.69,9599.00,7258.00,2341.00,2.28,949.00,1046.00,NA,NA,150647.00,55428.00
ES,3200169,gua Doce do Norte,79.17,47.18,89.78,99.1,17.6,49.74,38.97,59.48,0.29,4707.00,65.78,128.43,0.56,0.66,12751.00,6638.00,6113.00,2.63,416.00,421.00,NA,NA,127218.00,61521.00
ES,3200201,Alegre,94.54,97.59,97.67,96,67.1,78.94,87.75,83.87,0.41,13168.00,142.20,216.98,0.65,0.74,31714.00,11973.00,19741.00,3.02,5317.00,5222.00,1956.00,973.00,674836.00,393380.00
ES,3200300,Alfredo Chaves,95.32,94.56,98.08,92.2,77.4,88.26,74.3,95.61,0.53,7198.00,142.21,197.85,0.68,0.75,13616.00,8002.00,5614.00,2.41,1602.00,1600.00,NA,NA,500340.00,23733.00
ES,3200359,Alto Rio Novo,86.26,74.79,92.38,98.7,63.8,60.23,72.85,75.53,0.37,3056.00,104.93,174.25,0.58,0.68,6964.00,3396.00,3568.00,2.43,454.00,435.00,NA,NA,41450.00,28820.00
ES,3200409,Anchieta,96.44,97.2,99.45,97.1,9,84.24,73.1,92.99,0.47,8107.00,146.34,227.80,0.68,0.79,19176.00,5965.00,13211.00,2.41,5528.00,4270.00,2277.00,202.00,546836.00,206230.00
ES,3200508,Apiac_,95.57,97.53,96,99.1,85.3,85.6,82.84,82.31,0.48,3512.00,118.91,179.34,0.65,0.72,7615.00,2729.00,4886.00,2.50,622.00,572.00,NA,NA,252239.00,117156.00
ES,3200607,Aracruz,89.33,97.12,98.67,96.5,61.8,79.03,79.55,96.7,0.44,24024.00,212.52,250.45,0.70,0.77,64637.00,10179.00,54458.00,2.24,32101.00,31331.00,2045.00,NA,1708109.00,687005.00
ES,3200706,Atilio Vivacqua,91.42,96.86,99.18,96.9,56.1,86.74,78.69,89.23,0.28,3065.00,111.39,173.26,0.66,0.73,8327.00,4272.00,4055.00,2.58,1648.00,1653.00,95.00,16.00,232804.00,60365.00
ES,3200805,Baixo Guandu,91.2,84.6,99.18,99.8,63.3,72.34,58.57,94.7,0.47,12205.00,110.88,187.53,0.62,0.71,27819.00,8143.00,19676.00,2.47,3714.00,3699.00,1691.00,605.00,549919.00,245768.00
ES,3200904,Barra de S_o Francisco,88.72,85.48,97.11,99.4,58.7,65.63,78.68,77.9,0.43,16447.00,108.39,185.77,0.61,0.70,37597.00,16941.00,20656.00,2.56,6255.00,6071.00,NA,NA,635771.00,217163.00
ES,3201001,Boa Esperan_a,87.69,89.28,97.84,98.4,30.3,73.45,78.8,88.42,0.39,5691.00,111.74,171.30,0.62,0.69,13679.00,4510.00,9169.00,2.28,923.00,940.00,1335.00,566.00,208775.00,97345.00
ES,3201100,Bom Jesus do Norte,97.87,98.65,99.43,100,74.8,95.12,92.22,95.07,0.44,3833.00,137.47,208.95,0.68,0.77,9226.00,894.00,8332.00,2.14,1351.00,1236.00,NA,NA,230021.00,109330.00
ES,3201159,Brejetuba,83.69,69.55,96.5,NA,NA,58.27,23.05,64.24,0.49,5852.00,64.73,186.48,0.56,0.68,11687.00,9934.00,1753.00,2.94,499.00,506.00,NA,NA,243500.00,129789.00
ES,3201209,Cachoeiro de Itapemirim,98.13,96.97,99.41,98.8,79.4,92.92,77.92,97.24,0.42,68839.00,212.72,275.62,0.71,0.77,174879.00,19478.00,155401.00,1.93,61269.00,58987.00,24503.00,9220.00,6505445.00,3423374.00
ES,3201308,Cariacica,94.29,77.41,99.71,98.1,49.7,81.63,42.66,98.85,0.46,123301.00,158.30,215.20,0.67,0.75,324285.00,11305.00,312980.00,2.21,119869.00,115350.00,5535.00,2774.00,9951627.00,4854549.00
ES,3201407,Castelo,97.41,98.44,99.56,98.3,83,91.76,93.65,94.33,0.45,15835.00,140.40,261.80,0.68,0.76,32756.00,15207.00,17549.00,2.90,7380.00,7510.00,1826.00,358.00,497063.00,160070.00
ES,3201506,Colatina,95.78,97.44,99.22,99.4,72.6,89.61,86.64,97.02,0.5,52526.00,173.04,272.35,0.71,0.77,112711.00,21413.00,91298.00,2.43,41040.00,41308.00,11526.00,5435.00,4290456.00,2231293.00
ES,3201605,Concei__o da Barra,72.22,79.75,94,86,62.3,64.51,66.97,82.16,0.48,10027.00,111.91,156.97,0.58,0.69,26494.00,7175.00,19319.00,3.01,1966.00,1959.00,NA,NA,320421.00,42329.00
ES,3201704,Concei__o do Castelo,95.99,97.59,98.7,91.5,55.8,77.24,78.12,85.34,0.5,5638.00,105.59,181.43,0.64,0.71,10910.00,6542.00,4368.00,2.21,1145.00,1194.00,119.00,78.00,192792.00,89451.00
ES,3201803,Divino de S_o Louren_o,96.68,96.8,94.79,91.7,100,64.23,89.43,68.7,0.31,1753.00,83.18,127.37,0.60,0.69,4817.00,3205.00,1612.00,3.28,347.00,345.00,NA,NA,70731.00,34753.00
ES,3201902,Domingos Martins,95.24,95.98,97.47,86.6,65.2,83.98,86.29,86.54,0.62,17952.00,139.88,221.95,0.65,0.74,30559.00,24739.00,5820.00,2.28,3724.00,3735.00,3865.00,1949.00,641085.00,357379.00
ES,3202009,Dores do Rio Preto,97.82,97.32,98.24,95.7,78.3,88.15,90.21,87.76,0.43,2879.00,129.47,241.39,0.64,0.77,6188.00,3003.00,3185.00,2.40,201.00,209.00,NA,NA,118129.00,74395.00
ES,3202108,Ecoporanga,74.85,72.6,91.55,97.4,60.7,53.03,55.46,72.14,0.31,9003.00,118.53,152.18,0.60,0.70,23979.00,11085.00,12894.00,2.56,1971.00,2008.00,1570.00,996.00,221359.00,105778.00
ES,3202207,Fund_o,93.65,94.27,99.19,97.7,32,86.87,75.24,94.54,0.45,5462.00,170.65,229.92,0.68,0.75,13009.00,2208.00,10801.00,2.29,4193.00,4207.00,NA,NA,573738.00,211143.00
ES,3202256,Governador Lindenberg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1313.00,1320.00,NA,NA,209779.00,118374.00
ES,3202306,Gua_u_,95.81,98.04,96.8,99.2,80.1,85.37,92.19,91.8,0.47,11409.00,165.57,247.40,0.65,0.74,25492.00,6300.00,19192.00,2.40,3153.00,3204.00,2617.00,1028.00,517478.00,225795.00
ES,3202405,Guarapari,96.14,90,99.2,93.2,48.9,86.02,54.96,96.11,0.48,35791.00,178.48,277.93,0.69,0.79,88400.00,5811.00,82589.00,2.13,29136.00,26444.00,3378.00,1551.00,939437.00,414230.00
ES,3202454,Ibatiba,97.85,93.27,98.29,99,73.7,75.01,67.41,83.94,0.45,9204.00,92.28,216.56,0.60,0.72,19210.00,8614.00,10596.00,2.65,1334.00,1429.00,1545.00,614.00,265903.00,82642.00
ES,3202504,Ibira_u,96.34,96.81,98.41,99,74.6,83.95,84.13,96.08,0.45,4267.00,154.25,282.02,0.67,0.78,10143.00,2739.00,7404.00,2.24,3153.00,3267.00,NA,NA,214847.00,78703.00
ES,3202553,Ibitirama,92.92,95.28,93.96,88.5,37,65.97,76.2,66.26,0.41,4552.00,97.55,176.55,0.59,0.69,9211.00,6601.00,2610.00,2.80,135.00,131.00,NA,NA,187467.00,91456.00
ES,3202603,Iconha,98.46,95.88,99.18,96.6,77.2,91.41,88.09,97.75,0.36,5099.00,157.33,313.32,0.69,0.79,11481.00,6688.00,4793.00,2.41,3526.00,3378.00,757.00,256.00,230049.00,114399.00
ES,3202652,Irupi,92.38,98.37,97.79,NA,NA,52.81,76.24,66.84,0.48,4989.00,95.72,201.52,0.59,0.72,10354.00,6817.00,3537.00,2.58,531.00,560.00,NA,NA,232041.00,53273.00
ES,3202702,Itagua_u,95.34,92.99,99.58,98.6,52.7,88.41,60.85,96.08,0.51,7432.00,124.02,205.38,0.67,0.75,14495.00,7458.00,7037.00,2.69,1103.00,1109.00,149.00,72.00,226808.00,92185.00
ES,3202801,Itapemirim,86.46,85.78,97.43,96.3,23.5,70.6,61.76,90.22,0.32,10216.00,99.14,153.96,0.60,0.69,28121.00,11988.00,16133.00,2.75,3569.00,3283.00,3419.00,1806.00,803318.00,400356.00
ES,3202900,Itarana,93.65,98.96,98.97,98.9,89.1,82.09,84.86,93.34,0.62,6681.00,146.13,206.38,0.68,0.74,11425.00,7949.00,3476.00,2.21,1344.00,1306.00,318.00,117.00,168140.00,88991.00
ES,3203007,I_na,95.32,96.8,97.96,96.7,73.5,74.44,87.89,81.68,0.48,13107.00,119.60,227.99,0.62,0.73,26112.00,12237.00,13875.00,2.52,1880.00,1842.00,2581.00,1286.00,388998.00,138103.00
ES,3203056,Jaguar_,83.21,88.91,98.17,95.7,36.6,50.76,55.68,86.64,0.39,8363.00,171.88,184.76,0.63,0.69,19539.00,8840.00,10699.00,2.78,2139.00,2255.00,762.00,401.00,448478.00,219681.00
ES,3203106,Jer_nimo Monteiro,95.91,96.53,98.69,98.2,66.8,88.14,83.45,92.11,0.4,4267.00,131.45,201.10,0.64,0.71,10189.00,3459.00,6730.00,2.58,1408.00,1399.00,2074.00,832.00,284607.00,129710.00
ES,3203130,Jo_o Neiva,96.46,99.11,99.27,95.5,72,91.47,85.79,97.73,0.43,6270.00,181.27,234.66,0.70,0.77,15301.00,4816.00,10485.00,2.24,6067.00,6107.00,804.00,431.00,255034.00,164295.00
ES,3203163,Laranja da Terra,91.34,91.09,98.54,99.8,23.6,69.55,32.57,85.35,0.65,6914.00,87.87,167.46,0.62,0.72,10934.00,8081.00,2853.00,2.40,333.00,351.00,252.00,105.00,509861.00,213223.00
ES,3203205,Linhares,87.1,92.86,98.4,95.1,39.5,71.62,64.47,94.46,0.46,47040.00,160.04,258.48,0.67,0.76,112617.00,19700.00,92917.00,2.24,41322.00,41793.00,10639.00,4723.00,4123357.00,1979530.00
ES,3203304,Manten_polis,88.33,74.27,93.56,100,76.9,69.04,74.8,72.28,0.39,5067.00,112.38,167.18,0.60,0.68,12201.00,4832.00,7369.00,2.65,472.00,477.00,NA,NA,184312.00,111726.00
ES,3203320,Marata_zes,92.11,88.94,98.02,NA,NA,78.63,52.19,94.41,0.37,11547.00,152.93,226.36,0.63,0.72,30603.00,6846.00,23757.00,2.50,4520.00,4595.00,NA,NA,656402.00,216055.00
ES,3203346,Marechal Floriano,98.03,94.48,99.08,NA,NA,92.19,80.72,94.43,0.51,6241.00,138.33,246.77,0.66,0.75,12188.00,6918.00,5270.00,2.28,2079.00,2102.00,NA,NA,343679.00,159986.00
ES,3203353,Maril_ndia,96.53,95.13,99.46,97.1,68.8,86.32,76.56,96.72,0.47,5255.00,137.80,188.97,0.68,0.75,9924.00,5943.00,3981.00,2.43,2166.00,2248.00,NA,NA,955955.00,135885.00
ES,3203403,Mimoso do Sul,96.29,89.83,96.61,97.2,70.5,78.58,72.01,85,0.34,10823.00,100.33,185.55,0.63,0.74,26199.00,12916.00,13283.00,2.58,3256.00,3159.00,1534.00,760.00,659351.00,68130.00
ES,3203502,Montanha,78.6,95.57,97.81,95.2,31.4,59.51,60.68,90.8,0.38,6223.00,126.97,207.55,0.64,0.72,17263.00,4331.00,12932.00,2.41,1570.00,1540.00,1020.00,386.00,298381.00,151734.00
ES,3203601,Mucurici,59.22,68.91,93.18,93.2,28.5,46.22,20.66,78.93,0.31,1923.00,112.92,118.95,0.61,0.68,5900.00,2730.00,3170.00,2.59,210.00,189.00,710.00,417.00,114507.00,63816.00
ES,3203700,Muniz Freire,92.21,97.66,92.19,93.3,57.5,72.43,83.41,70.3,0.53,10377.00,102.83,236.14,0.62,0.72,19689.00,12478.00,7211.00,2.40,1280.00,1296.00,677.00,350.00,268169.00,15089.00
ES,3203809,Muqui,96.12,87.58,97.47,95.3,55,86.27,85.74,89.72,0.39,5656.00,126.37,211.54,0.65,0.72,13670.00,5028.00,8642.00,2.66,2141.00,2094.00,369.00,NA,118684.00,NA
ES,3203908,Nova Ven_cia,88.49,86.91,97.73,97.9,56.7,69.05,78.77,86.45,0.48,19289.00,128.72,220.08,0.66,0.74,43015.00,15625.00,27390.00,2.42,8350.00,8450.00,3021.00,1220.00,1827254.00,796054.00
ES,3204005,Pancas,88.82,85.93,97.68,98.9,64.7,55,78.8,83.25,0.4,8776.00,94.37,153.43,0.58,0.67,20402.00,11560.00,8842.00,2.62,1798.00,1787.00,322.00,67.00,276888.00,138717.00
ES,3204054,Pedro Can_rio,80.27,92.11,97.05,91.6,1.2,51.41,59.34,83.84,0.41,7825.00,134.21,140.00,0.59,0.67,21961.00,1769.00,20192.00,2.94,2393.00,2587.00,1465.00,119.00,178589.00,68395.00
ES,3204104,Pinheiros,76.15,91.47,98.32,95,68.4,60.12,92.44,90.05,0.38,8640.00,148.26,160.82,0.64,0.71,21320.00,7350.00,13970.00,2.41,1828.00,1833.00,1419.00,497.00,285141.00,141474.00
ES,3204203,Pi_ma,94.6,96.06,99.21,95.9,53.5,87.65,68.02,96.92,0.44,5963.00,161.99,244.33,0.69,0.78,14987.00,886.00,14101.00,2.65,2753.00,2505.00,156.00,94.00,219909.00,52094.00
ES,3204252,Ponto Belo,74.96,84.15,95,NA,NA,44.03,20,86.44,0.33,2053.00,109.16,145.82,0.63,0.70,6263.00,1396.00,4867.00,2.59,197.00,229.00,NA,NA,127356.00,56831.00
ES,3204302,Presidente Kennedy,77.7,76.29,93.04,87.8,53.8,52.69,45.26,72.65,0.33,3518.00,103.25,147.38,0.59,0.67,9555.00,7025.00,2530.00,2.83,896.00,984.00,NA,NA,318323.00,209405.00
ES,3204351,Rio Bananal,91.49,92.2,97.24,95.7,1.8,69.84,71.31,85.87,0.45,8187.00,105.80,213.43,0.65,0.73,16324.00,11977.00,4347.00,2.29,1870.00,2099.00,135.00,80.00,354231.00,169136.00
ES,3204401,Rio Novo do Sul,94.68,91.76,98.38,92.5,69.4,87.79,83.14,92.97,0.44,5238.00,134.82,200.62,0.68,0.76,11271.00,5491.00,5780.00,2.41,2094.00,2075.00,NA,NA,243536.00,74546.00
ES,3204500,Santa Leopoldina,89.35,89.99,96.15,90.3,7,73.26,66.84,78.73,0.53,6368.00,92.25,149.56,0.64,0.71,12463.00,9997.00,2466.00,2.69,656.00,662.00,1146.00,576.00,126770.00,162603.00
ES,3204559,Santa Maria de Jetib_,90.88,96.95,98.61,92.9,11.3,70.13,79.42,86.08,0.68,16784.00,109.87,210.19,0.64,0.72,28774.00,23672.00,5102.00,2.75,2770.00,2818.00,2469.00,744.00,480879.00,131127.00
ES,3204609,Santa Teresa,96.29,96.61,99.13,96.5,44.4,88.83,82.86,95.66,0.51,10983.00,155.57,271.54,0.69,0.79,20622.00,10908.00,9714.00,2.25,4102.00,3929.00,3563.00,1683.00,531716.00,279196.00
ES,3204658,S_o Domingos do Norte,87.06,89.97,97.17,NA,NA,70.05,73.56,89.57,0.42,3585.00,104.50,165.51,0.62,0.71,7547.00,4813.00,2734.00,2.43,1313.00,1368.00,NA,NA,258007.00,108930.00
ES,3204708,S_o Gabriel da Palha,92.88,91.69,99.06,98.6,2,82.85,87.63,94.24,0.52,13411.00,121.30,242.48,0.65,0.74,26588.00,8223.00,18365.00,2.11,5842.00,5851.00,1567.00,262.00,473414.00,171248.00
ES,3204807,S_o Jos_ do Cal_ado,97.41,98.51,98.21,96.7,86.4,92.77,88.32,88.61,0.42,4231.00,122.41,205.97,0.66,0.75,10481.00,3522.00,6959.00,2.76,948.00,890.00,1450.00,462.00,373071.00,146913.00
ES,3204906,S_o Mateus,84.82,94.08,97.08,94.1,61.9,65.62,85.57,86.88,0.47,36614.00,174.94,229.86,0.64,0.73,90460.00,21456.00,69004.00,2.48,25911.00,25634.00,12273.00,3720.00,2940134.00,1445297.00
ES,3204955,S_o Roque do Cana_,98.17,94.25,99.3,NA,NA,91.68,63.04,95.43,0.39,4874.00,114.72,201.21,0.66,0.75,10395.00,5949.00,4446.00,2.25,2221.00,2190.00,NA,NA,194408.00,101965.00
ES,3205002,Serra,95.39,93.49,99.78,97,58.1,84.69,56.03,98.44,0.49,120885.00,173.30,233.94,0.69,0.76,321181.00,1560.00,319621.00,2.29,171042.00,162012.00,19437.00,9341.00,9948862.00,6413939.00
ES,3205010,Sooretama,80.8,83.63,98.25,NA,NA,58.95,76.71,92.5,0.39,7154.00,79.32,161.19,0.60,0.70,18269.00,6850.00,11419.00,2.82,3282.00,3210.00,NA,NA,169923.00,49282.00
ES,3205036,Vargem Alta,97.78,96.22,98.82,88.6,30.8,80.74,58.48,92.04,0.36,7689.00,97.26,195.17,0.65,0.73,17376.00,12454.00,4922.00,2.69,2692.00,2631.00,407.00,287.00,303433.00,116693.00
ES,3205069,Venda Nova do Imigrante,98.61,95.95,99.77,97.8,80.7,93.06,91.43,98.42,0.5,8321.00,189.28,297.77,0.68,0.78,16165.00,6253.00,9912.00,2.21,4604.00,4561.00,2487.00,1330.00,1208758.00,637549.00
ES,3205101,Viana,93.87,76.66,99.3,98.6,52.4,75.27,37.55,97.69,0.46,20226.00,120.51,175.43,0.66,0.74,53452.00,3855.00,49597.00,2.21,15966.00,15614.00,NA,NA,732938.00,415028.00
ES,3205150,Vila Pav_o,82.32,93.66,92.33,NA,NA,51.94,64.06,72.64,0.63,4844.00,112.53,143.44,0.61,0.69,8330.00,6387.00,1943.00,2.11,449.00,452.00,NA,NA,101835.00,33538.00
ES,3205176,Vila Val_rio,81.32,85,96.59,NA,NA,68.33,66.25,89.94,0.53,7433.00,118.13,190.74,0.60,0.70,13875.00,9782.00,4093.00,2.28,1134.00,1140.00,NA,NA,182556.00,91716.00
ES,3205200,Vila Velha,96.4,96.21,99.79,99,79.9,91.54,83.5,99.25,0.52,146816.00,307.74,443.80,0.76,0.82,345965.00,1340.00,344625.00,1.89,216400.00,209616.00,24100.00,10050.00,9288078.00,4558646.00
