Sigla,Codigo,Munic_pio,Domic_lios - com _gua encanada - pessoas (2000),Domic_lios - com servi_o de coleta de lixo - pessoas (2000),Domic_lios - com energia el_trica - pessoas (2000),Domic_lios - com material de constru__o dur_vel - pessoas (1991),Domic_lios - com instala__o adequada de esgoto - pessoas (1991),Domic_lios - com _gua encanada - pessoas (1991),Domic_lios - com servi_o de coleta de lixo - pessoas (1991),Domic_lios - com energia el_trica - pessoas (1991),Taxa de participa__o - mulheres (2000),Populacao Ocupada (2000),Renda per capita - 1991,Renda per capita - 2000,ndice de Desenvolvimento Humano - 1991,ndice de Desenvolvimento Humano - 2000,Popula__o (2000),Popula__o rural (2000),Popula__o urbana (2000),Taxa de fecundidade (2000),ANS 2015,ANS 2016,Interna__es - 2015,Interna__es - 2016,Produ__o Ambulatorial do SUS - 2015,Produ__o Ambulatorial do SUS - 2016
CE,2309102,Mulungu,35.92,62.98,86.49,94.6,4.5,11.08,23.29,58.97,0.3,3029.00,62.98,86.09,0.55,0.65,8897.00,5182.00,3715.00,2.86,69.00,83.00,22.00,NA,142430.00,46984.00
CE,2309201,Nova Olinda,51.15,83.49,88.43,54.7,32,24.33,57.51,45.98,0.32,4173.00,52.10,91.73,0.52,0.64,12077.00,5684.00,6393.00,3.04,185.00,164.00,225.00,82.00,324303.00,93553.00
CE,2309300,Nova Russas,69.44,57.25,88.62,81.8,2.6,45.01,27.75,56.76,0.33,9676.00,63.80,103.07,0.52,0.64,29347.00,8503.00,20844.00,3.33,736.00,823.00,763.00,241.00,305497.00,79482.00
CE,2309409,Novo Oriente,6.22,63.96,65.89,75.7,NA,5.72,35.55,25.69,0.3,10023.00,51.90,78.53,0.50,0.60,26119.00,13410.00,12709.00,3.31,164.00,155.00,960.00,508.00,322356.00,175380.00
CE,2309458,Ocara,2.23,46.22,70.62,55.7,NA,1.28,15.64,30.55,0.18,5233.00,39.42,56.83,0.49,0.59,21584.00,15212.00,6372.00,3.85,121.00,124.00,464.00,113.00,393901.00,185920.00
CE,2309508,Or_s,48.95,86.84,93.94,80.3,55,37.36,46.58,68.75,0.28,7284.00,60.52,78.54,0.54,0.63,22023.00,6223.00,15800.00,2.75,216.00,226.00,770.00,420.00,251788.00,124131.00
CE,2309607,Pacajus,35.51,70.86,95.29,83.8,11.6,16.26,47.18,67.75,0.36,14113.00,93.36,105.87,0.57,0.68,44070.00,9769.00,34301.00,2.45,5776.00,5795.00,596.00,284.00,558143.00,471163.00
CE,2309706,Pacatuba,71.76,82.33,97.51,88.1,15.1,66.31,70.89,85.85,0.39,15102.00,79.93,100.16,0.62,0.72,51696.00,4668.00,47028.00,3.11,3519.00,4309.00,199.00,NA,832298.00,109367.00
CE,2309805,Pacoti,31.41,70.47,89.9,83.7,47.9,18.77,34.18,54.68,0.26,3576.00,61.94,78.51,0.54,0.67,10929.00,7120.00,3809.00,3.32,99.00,101.00,224.00,165.00,185782.00,68450.00
CE,2309904,Pacuj_,48.61,68.5,88.26,77.3,44.4,28.85,40.94,49.53,0.39,2040.00,89.84,76.12,0.55,0.64,5653.00,2377.00,3276.00,3.17,54.00,48.00,NA,NA,54364.00,34798.00
CE,2310001,Palhano,26.98,71.17,86.41,65.4,NA,11.33,29.36,48.03,0.32,2931.00,41.16,68.55,0.52,0.65,8166.00,3907.00,4259.00,2.59,76.00,77.00,14.00,NA,80804.00,33955.00
CE,2310100,Palm_cia,36.44,63.11,85.42,72.9,1.1,17.5,19.09,47.07,0.29,2989.00,70.51,72.98,0.56,0.65,9859.00,5442.00,4417.00,4.18,110.00,110.00,81.00,26.00,74686.00,36916.00
CE,2310209,Paracuru,36.07,53.81,87.09,56.3,0.6,21.39,41.05,54.44,0.38,9153.00,72.44,81.70,0.54,0.64,27541.00,10868.00,16673.00,3.05,2001.00,1377.00,1044.00,415.00,542006.00,270294.00
CE,2310258,Paraipaba,41.78,86.73,86.38,72.2,NA,28.99,46.78,67.12,0.31,9124.00,73.86,84.54,0.56,0.67,25462.00,12782.00,12680.00,3.16,1248.00,1179.00,201.00,NA,302011.00,125495.00
CE,2310298,Cococi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,NA,NA,NA,NA
CE,2310308,Parambu,36.28,56.4,66.63,89.3,1.8,13.54,23.02,29.73,0.37,12735.00,59.87,68.17,0.50,0.61,32302.00,19752.00,12550.00,3.52,169.00,172.00,652.00,389.00,175215.00,162906.00
CE,2310407,Paramoti,29.61,87.77,56.14,77.8,NA,16.06,66.17,24.52,0.27,3290.00,44.45,57.62,0.47,0.60,10970.00,6795.00,4175.00,3.72,66.00,67.00,NA,NA,59185.00,36335.00
CE,2310506,Pedra Branca,38.22,84.82,60.21,87.1,NA,18.46,57.92,28.5,0.4,16821.00,46.83,81.90,0.45,0.61,40742.00,23395.00,17347.00,2.57,242.00,253.00,1235.00,642.00,776577.00,281310.00
CE,2310605,Penaforte,54.51,54.43,89.96,70,NA,33.18,11.76,54.6,0.28,2186.00,51.14,92.09,0.54,0.69,7017.00,2539.00,4478.00,3.01,121.00,108.00,31.00,37.00,70316.00,25069.00
CE,2310704,Pentecoste,38.38,61.54,81.06,75.1,8.3,28.14,18.73,42.55,0.25,10095.00,55.46,85.15,0.50,0.64,32600.00,13388.00,19212.00,3.14,504.00,483.00,954.00,544.00,538064.00,260721.00
CE,2310803,Pereiro,35.17,77.9,90.63,85.8,NA,21.26,60.98,37.35,0.31,5578.00,43.18,69.68,0.51,0.63,15225.00,10116.00,5109.00,2.53,264.00,322.00,496.00,268.00,258040.00,115738.00
CE,2310852,Pindoretama,34.6,72.81,89.89,70.6,29,9.34,38.74,49.14,0.36,4723.00,64.50,104.22,0.54,0.66,14951.00,8133.00,6818.00,3.21,704.00,746.00,142.00,78.00,307793.00,170996.00
CE,2310902,Piquet Carneiro,32.65,84.38,69.22,85.3,NA,1.18,44.35,36.11,0.25,4404.00,51.71,72.56,0.51,0.62,13131.00,7549.00,5582.00,2.49,69.00,69.00,189.00,88.00,221460.00,117927.00
CE,2310951,Pires Ferreira,29.28,40.02,80.18,76.1,40.1,4.9,16.81,26.58,0.64,4828.00,41.28,64.48,0.47,0.61,8643.00,5830.00,2813.00,3.73,21.00,22.00,NA,NA,92271.00,58014.00
CE,2311009,Poranga,30.13,38.29,76.44,90.9,NA,7.74,17.59,37.97,0.3,3764.00,41.55,63.77,0.43,0.60,11737.00,4602.00,7135.00,3.65,44.00,51.00,232.00,125.00,209064.00,38887.00
CE,2311108,Porteiras,32.22,70.85,70.76,74.3,NA,19.69,36.19,36.75,0.36,6254.00,54.05,86.06,0.50,0.64,15658.00,11178.00,4480.00,2.97,194.00,204.00,NA,NA,282583.00,117454.00
CE,2311207,Potengi,43.16,51.02,67.72,78.7,25.8,34.14,59.83,45.69,0.5,4274.00,50.05,78.35,0.50,0.60,9138.00,5153.00,3985.00,2.72,107.00,98.00,65.00,19.00,155555.00,73567.00
CE,2311231,Potiretama,30.55,42.27,65.84,72,34.7,18.66,20.33,25.53,0.27,1946.00,48.72,71.30,0.51,0.62,5768.00,3571.00,2197.00,3.22,40.00,33.00,NA,NA,75987.00,28445.00
CE,2311264,Quiterian_polis,28.28,52.17,64.36,94.8,7.3,0.35,14.61,13.23,0.43,8787.00,27.66,71.98,0.46,0.63,18355.00,13287.00,5068.00,3.31,45.00,47.00,NA,NA,317958.00,117115.00
CE,2311306,Quixad_,56.43,75.27,85.95,76.3,18.5,40.59,67.55,61.33,0.34,21707.00,83.91,101.00,0.57,0.67,69654.00,22766.00,46888.00,3.79,3184.00,3174.00,5336.00,2743.00,1089695.00,618002.00
CE,2311355,Quixel_,43.4,76.86,83.54,69.2,NA,13.09,60.95,34.93,0.32,6373.00,65.63,66.71,0.50,0.59,15596.00,11431.00,4165.00,2.99,71.00,65.00,206.00,178.00,226400.00,123710.00
CE,2311405,Quixeramobim,52.26,72.68,83.33,86.1,4.1,29.52,60.67,50.7,0.33,20024.00,75.44,85.84,0.56,0.64,59235.00,28635.00,30600.00,3.14,1572.00,1594.00,4958.00,1772.00,1022309.00,557860.00
CE,2311504,Quixer_,60.21,83.77,93.27,72.6,50.1,18.48,63.16,57.69,0.29,5849.00,66.30,82.66,0.54,0.65,16862.00,7005.00,9857.00,3.07,264.00,236.00,169.00,71.00,267251.00,166623.00
CE,2311603,Reden__o,30.78,60.26,94.04,82.1,23.7,17.39,33.18,77.47,0.3,8397.00,59.17,78.10,0.54,0.65,24993.00,12206.00,12787.00,3.65,876.00,975.00,1951.00,957.00,343006.00,159884.00
CE,2311702,Reriutaba,38.7,69.97,76.16,82.2,3.5,12.94,49.38,40.35,0.41,8349.00,58.46,77.63,0.52,0.65,21224.00,11490.00,9734.00,3.25,196.00,186.00,228.00,69.00,590262.00,65912.00
CE,2311801,Russas,59.16,83.57,96.01,85.9,4.2,37.66,61.22,74.11,0.37,19314.00,93.01,110.33,0.60,0.70,57320.00,21997.00,35323.00,3.38,2302.00,2471.00,8941.00,4188.00,973352.00,408492.00
CE,2311900,Saboeiro,42.56,34.5,58.38,81.1,5.2,18.43,12.72,32.72,0.23,5411.00,37.66,55.71,0.42,0.56,16226.00,8428.00,7798.00,3.67,75.00,69.00,57.00,NA,63413.00,40504.00
CE,2311959,Salitre,3.44,18.25,38.78,97,19.3,8.72,7.26,18.63,0.46,6133.00,33.12,55.20,0.41,0.56,13925.00,9436.00,4489.00,3.93,29.00,31.00,170.00,21.00,254531.00,75049.00
CE,2312007,Santana do Acara_,43.87,74.51,64.13,62,7.6,21.45,29.69,38.17,0.33,8942.00,54.60,79.14,0.49,0.62,26198.00,13744.00,12454.00,3.73,315.00,313.00,360.00,71.00,453202.00,107162.00
CE,2312106,Santana do Cariri,34.72,50.28,77.5,68.3,32.1,23.32,30,50.05,0.31,5228.00,51.61,59.06,0.48,0.61,16847.00,8669.00,8178.00,4.10,138.00,141.00,266.00,63.00,158827.00,54286.00
CE,2312205,Santa Quit_ria,38.47,54.78,63.8,59.5,5.8,13.36,19.97,29.4,0.29,14498.00,44.00,81.63,0.48,0.64,42375.00,23020.00,19355.00,3.54,616.00,577.00,633.00,338.00,678745.00,142302.00
CE,2312304,S_o Benedito,48.44,53.55,92.23,80.8,0.3,16.49,27.93,51.85,0.34,14092.00,51.73,90.85,0.48,0.62,39894.00,18924.00,20970.00,4.09,660.00,635.00,1664.00,959.00,404440.00,222208.00
CE,2312403,S_o Gon_alo do Amarante,33.39,62.83,85.51,65,1,11.7,11.98,49.37,0.27,10822.00,62.37,81.06,0.52,0.64,35608.00,13531.00,22077.00,2.53,13460.00,9643.00,1159.00,154.00,1352551.00,670239.00
CE,2312502,S_o Jo_o do Jaguaribe,66.31,84.97,93.47,91.5,36.9,38.31,75.9,69.25,0.35,2988.00,75.23,110.74,0.58,0.69,8650.00,5906.00,2744.00,2.17,155.00,162.00,NA,NA,272671.00,71287.00
CE,2312601,S_o Lu_s do Curu,35.91,83.51,91.07,77.2,3.3,24.36,19.71,63.33,0.26,3549.00,76.66,100.26,0.54,0.65,11497.00,4113.00,7384.00,2.78,146.00,119.00,183.00,71.00,199404.00,82258.00
CE,2312700,Senador Pompeu,48.98,84.52,88.17,82.9,2.8,28.84,50.61,56.63,0.33,9574.00,85.33,104.29,0.54,0.62,27225.00,11543.00,15682.00,2.97,453.00,436.00,464.00,214.00,387868.00,195716.00
CE,2312809,Senador S_,50.47,36.86,70.62,68.7,NA,14.02,1,39.31,0.48,2273.00,42.81,56.13,0.49,0.60,5605.00,1803.00,3802.00,4.08,18.00,16.00,NA,NA,69476.00,33256.00
CE,2312908,Sobral,84.15,79.2,95.3,76.7,15.2,60.88,50.71,79.86,0.4,53819.00,103.57,151.57,0.58,0.70,155276.00,20768.00,134508.00,3.19,18756.00,18721.00,35587.00,12365.00,5120646.00,2614218.00
CE,2313005,Solon_pole,52.14,41.65,82.25,86.2,14.8,19.98,26.4,37.53,0.27,5512.00,51.32,83.00,0.53,0.64,16902.00,9186.00,7716.00,2.57,225.00,229.00,212.00,77.00,257921.00,146887.00
CE,2313104,Tabuleiro do Norte,66.61,80.78,89.38,85.5,0.7,33.15,61.81,56.23,0.39,10295.00,97.63,123.40,0.57,0.70,27098.00,11246.00,15852.00,2.78,1135.00,1145.00,455.00,187.00,243079.00,108055.00
CE,2313203,Tamboril,35.29,54.09,72.71,78.7,5.1,10.95,23.16,28.35,0.29,8117.00,48.57,57.94,0.49,0.62,25973.00,13572.00,12401.00,3.28,170.00,155.00,568.00,334.00,191950.00,75763.00
CE,2313252,Tarrafas,33.09,64.57,72.78,92.8,NA,0.3,27.99,25.02,0.18,2386.00,27.78,46.35,0.43,0.57,9213.00,7266.00,1947.00,2.66,35.00,25.00,110.00,67.00,74155.00,31726.00
CE,2313302,Tau_,48.43,70.41,73.1,92.3,5.3,33.8,38.2,45.4,0.38,20695.00,67.51,105.85,0.53,0.67,51948.00,25227.00,26721.00,3.08,1319.00,1399.00,6294.00,3464.00,603106.00,289891.00
CE,2313351,Teju_uoca,21.9,85.28,79.47,58.4,39.2,4.83,22.56,22.62,0.27,3930.00,37.96,57.08,0.46,0.61,13519.00,9362.00,4157.00,3.92,55.00,56.00,90.00,33.00,178118.00,344874.00
CE,2313401,Tiangu_,56.26,53.47,90.71,72.4,1.5,18.15,33.78,61.36,0.32,20616.00,82.56,92.53,0.52,0.64,58069.00,20770.00,37299.00,3.31,1735.00,1742.00,5793.00,2427.00,886959.00,435014.00
CE,2313500,Trairi,15.95,58.25,65.81,58.8,26.1,6.06,14.09,30.22,0.32,14724.00,47.76,61.58,0.51,0.63,44527.00,30114.00,14413.00,4.21,561.00,539.00,193.00,NA,212640.00,106335.00
CE,2313559,Tururu,19.68,14.82,86.86,66.9,16,2.02,2.62,40.56,0.27,3229.00,42.84,56.39,0.49,0.60,11498.00,6220.00,5278.00,3.30,97.00,102.00,12.00,NA,288821.00,61496.00
CE,2313609,Ubajara,55.22,27.08,89.54,68.4,NA,18.26,27.67,57.27,0.35,10612.00,63.39,108.47,0.52,0.66,27095.00,14605.00,12490.00,3.39,868.00,843.00,530.00,205.00,365522.00,132182.00
CE,2313708,Umari,33.16,68.16,88.49,75.3,8.2,21.12,25.17,45.99,0.28,1966.00,35.53,64.30,0.46,0.58,7435.00,3895.00,3540.00,3.13,25.00,29.00,92.00,NA,44930.00,17561.00
CE,2313757,Umirim,34.32,30.65,86.8,70.3,13.7,18.02,5.72,44.07,0.18,4455.00,47.75,58.02,0.46,0.58,17343.00,7283.00,10060.00,3.28,94.00,77.00,81.00,NA,171387.00,78865.00
CE,2313807,Uruburetama,67.91,70.93,85.51,75,1.4,30.13,58.13,59.28,0.37,5811.00,63.40,76.12,0.53,0.63,16444.00,5274.00,11170.00,3.02,223.00,249.00,85.00,6.00,166600.00,66836.00
CE,2313906,Uruoca,40.06,72.05,60.72,73,NA,16.26,8.56,28.04,0.32,3837.00,44.42,57.31,0.46,0.59,11479.00,5358.00,6121.00,4.55,74.00,67.00,NA,NA,148192.00,125091.00
CE,2313955,Varjota,48.97,22.49,88.67,80.1,0.2,35.99,6.42,68.72,0.33,5722.00,66.12,90.68,0.55,0.67,16593.00,3114.00,13479.00,4.01,170.00,190.00,109.00,NA,225354.00,91375.00
CE,2314003,V_rzea Alegre,60.35,69.9,90.07,84.1,1.3,17.98,44.21,49.03,0.4,13742.00,46.01,80.89,0.51,0.63,34844.00,15576.00,19268.00,2.77,464.00,462.00,2712.00,1341.00,432427.00,200216.00
CE,2314102,Vi_osa do Cear_,29.44,69.25,73.83,71.8,NA,7.79,38.98,32.63,0.27,14121.00,45.96,57.65,0.45,0.59,45427.00,30949.00,14478.00,4.15,376.00,354.00,1781.00,984.00,443864.00,409872.00
CE,2399919,Entre Rios,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,NA,NA,NA,NA
CE,2399929,Mecejana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,NA,NA,NA,NA
CE,2399939,Vertentes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,NA,NA,NA,NA
RN,2400109,Acari,83.31,98.2,95.18,92.8,15,55.39,95.78,81.5,0.38,4470.00,91.38,133.38,0.61,0.70,11189.00,2348.00,8841.00,2.34,397.00,372.00,409.00,172.00,71189.00,68423.00
RN,2400208,A_u,55.54,91.42,93.48,77.5,26.5,41.17,88.23,83.44,0.34,15296.00,100.32,141.27,0.56,0.68,47904.00,13259.00,34645.00,2.83,3474.00,3247.00,2395.00,934.00,1126117.00,568586.00
RN,2400307,Afonso Bezerra,47.19,94.3,95.05,74.2,0.7,27.06,89.47,70.59,0.3,3162.00,53.50,92.47,0.51,0.63,10867.00,4367.00,6500.00,2.29,193.00,172.00,NA,NA,115142.00,66455.00
RN,2400406,gua Nova,22.69,57.92,90.19,98.5,NA,27.17,16.78,49.61,0.24,847.00,60.12,56.58,0.49,0.59,2678.00,1048.00,1630.00,3.94,15.00,14.00,NA,NA,71000.00,28657.00
RN,2400505,Alexandria,58.95,77.16,87.53,96.7,5.7,41.28,36.52,63.8,0.27,4129.00,76.40,79.63,0.54,0.64,13772.00,4882.00,8890.00,2.33,286.00,275.00,4836.00,2594.00,181316.00,86129.00
RN,2400604,Almino Afonso,44.15,68.49,86.38,94.9,NA,32.67,46.32,69.43,0.26,1586.00,66.66,84.52,0.56,0.64,5195.00,1820.00,3375.00,2.32,47.00,44.00,1558.00,1044.00,96963.00,36823.00
RN,2400703,Alto do Rodrigues,74.92,88.35,95.71,82.6,2.4,23.01,74.61,89.96,0.31,3108.00,71.60,143.88,0.55,0.69,9499.00,3017.00,6482.00,2.69,1793.00,1255.00,130.00,45.00,767178.00,76479.00
RN,2400802,Angicos,48.86,79.94,93.41,82.8,1,37.94,58.89,83.15,0.3,3757.00,72.14,115.39,0.58,0.69,11626.00,2235.00,9391.00,2.36,685.00,616.00,307.00,130.00,195489.00,86719.00
RN,2400901,Ant_nio Martins,31.93,67.04,76.89,96.6,NA,8.12,19.29,51.01,0.28,2105.00,62.70,68.33,0.55,0.64,6757.00,3600.00,3157.00,2.80,29.00,29.00,346.00,1.00,77252.00,42946.00
RN,2401008,Apodi,58.69,96.09,85.18,88.2,4.7,18.78,76.14,62.05,0.27,10445.00,70.40,87.77,0.54,0.65,34174.00,17821.00,16353.00,2.36,729.00,696.00,1539.00,570.00,525802.00,278250.00
RN,2401107,Areia Branca,65.55,97.72,97.31,87,13,59.47,87.54,90.48,0.31,6566.00,96.54,146.31,0.61,0.71,22530.00,4669.00,17861.00,2.33,3276.00,3181.00,68.00,NA,408215.00,197676.00
RN,2401206,Ar_s,52.57,95.12,92.59,70.2,62.8,39.62,81.13,82.73,0.29,3175.00,65.13,93.46,0.52,0.62,11323.00,4562.00,6761.00,3.23,760.00,755.00,NA,NA,100104.00,93130.00
RN,2401305,Augusto Severo,32.78,75.11,72.48,71.6,31.7,14.18,57.17,50.91,0.26,2579.00,51.14,92.65,0.49,0.61,9024.00,4354.00,4670.00,2.58,101.00,98.00,NA,NA,522911.00,240950.00
RN,2401404,Ba_a Formosa,90.05,96.17,95.41,81,0.8,48.68,90.83,93.1,0.23,1614.00,74.27,88.27,0.56,0.64,7821.00,1452.00,6369.00,4.01,248.00,251.00,NA,NA,511492.00,NA
RN,2401453,Bara_na,20.04,93.45,92.65,48.7,NA,9.19,55.45,75.27,0.31,6183.00,70.69,88.78,0.48,0.60,18922.00,6957.00,11965.00,3.10,473.00,443.00,131.00,50.00,363891.00,195719.00
RN,2401503,Barcelona,43.64,93.31,84.63,78.2,NA,2.28,81.93,59.69,0.34,1421.00,54.12,76.34,0.49,0.61,3990.00,2391.00,1599.00,3.47,66.00,66.00,NA,NA,35718.00,34421.00
RN,2401602,Bento Fernandes,35.3,88.88,92.56,81.9,NA,0.88,63.23,75,0.17,640.00,40.29,60.67,0.48,0.58,4709.00,2665.00,2044.00,3.48,161.00,153.00,NA,NA,7874.00,NA
RN,2401651,Bod_,17.38,70.02,77.14,NA,NA,0.18,5.38,47.08,0.35,1027.00,37.54,71.33,0.41,0.60,2775.00,1545.00,1230.00,4.55,40.00,12.00,NA,NA,54355.00,13930.00
RN,2401701,Bom Jesus,42.86,99.24,96.84,96.1,3.5,48.56,96.82,86.14,0.32,2712.00,64.05,85.81,0.54,0.63,8608.00,2333.00,6275.00,3.13,295.00,272.00,NA,NA,34661.00,19495.00
RN,2401800,Brejinho,46.99,94.92,96.23,86.6,82.6,14.12,79.09,74.41,0.32,3377.00,60.85,92.77,0.49,0.63,10317.00,2973.00,7344.00,2.84,361.00,338.00,24.00,2.00,284721.00,153972.00
RN,2401859,Cai_ara do Norte,48.97,96.6,95.81,NA,NA,15.71,40.34,87.46,0.38,1635.00,55.10,76.30,0.52,0.63,5842.00,305.00,5537.00,2.90,182.00,157.00,NA,NA,48956.00,23644.00
RN,2401909,Cai_ara do Rio do Vento,50.8,96.31,91.82,70.6,NA,37.98,60.65,69.94,0.27,684.00,53.80,84.66,0.51,0.62,2867.00,945.00,1922.00,2.55,44.00,35.00,NA,NA,27289.00,11020.00
RN,2402006,Caic_,86.52,94.41,97.46,98.1,72.7,68.47,81.52,87.94,0.44,22890.00,141.55,206.64,0.66,0.76,57002.00,6378.00,50624.00,2.31,4017.00,3986.00,5719.00,3040.00,1659457.00,771935.00
RN,2402105,Campo Redondo,39.32,97.76,79.77,88.8,8.1,17.64,81.73,57.02,0.31,3143.00,56.76,83.50,0.50,0.63,9201.00,4379.00,4822.00,3.06,93.00,82.00,NA,NA,108403.00,42905.00
RN,2402204,Canguaretama,47.65,55.94,95.26,54.7,23.5,26.64,39.63,87.69,0.21,5883.00,61.87,71.73,0.49,0.60,27011.00,10087.00,16924.00,4.15,1070.00,1024.00,526.00,249.00,414811.00,168201.00
RN,2402303,Cara_bas,39.45,80.24,83.54,83.9,14,23.74,55.29,58.58,0.27,5590.00,61.01,86.87,0.51,0.61,18810.00,6506.00,12304.00,2.36,345.00,319.00,912.00,561.00,672833.00,129043.00
RN,2402402,Carna_ba dos Dantas,67.07,97.59,94.18,99.8,NA,47.24,95.79,84.7,0.4,2788.00,101.59,152.90,0.64,0.74,6572.00,1537.00,5035.00,2.35,145.00,128.00,NA,NA,188163.00,119416.00
RN,2402501,Carnaubais,24.23,85.96,93.44,35.9,0.3,13.94,54.48,76.41,0.24,1945.00,87.94,118.81,0.53,0.65,8192.00,6088.00,2104.00,2.56,212.00,171.00,71.00,NA,192831.00,13780.00
RN,2402600,Cear_NAMirim,58.44,97.54,94.69,80.3,76.2,43.58,89.32,86.63,0.3,16712.00,73.22,101.55,0.55,0.65,62424.00,31585.00,30839.00,3.58,4438.00,4033.00,1196.00,127.00,867036.00,436671.00
RN,2402709,Cerro Cor_,42.88,82.81,83.84,85.9,69.6,11.03,53.55,48.09,0.32,4313.00,48.51,70.12,0.48,0.59,10839.00,6049.00,4790.00,2.88,213.00,173.00,157.00,56.00,88243.00,36217.00
RN,2402808,Coronel Ezequiel,23.54,82.2,66.2,81,NA,12.55,48.42,31.78,0.38,2059.00,43.28,64.54,0.49,0.60,5409.00,3197.00,2212.00,3.73,23.00,21.00,12.00,5.00,6448.00,10301.00
RN,2402907,Coronel Jo_o Pessoa,91.23,87.72,89.17,92.3,NA,36.26,37.04,63.5,0.5,1786.00,41.71,55.23,0.47,0.59,4703.00,2891.00,1812.00,3.85,25.00,25.00,190.00,64.00,49065.00,23703.00
RN,2403004,Cruzeta,72.33,98.17,94.89,93.1,90.4,59.95,88.58,78.06,0.35,3278.00,95.54,158.76,0.60,0.71,8138.00,2161.00,5977.00,2.20,96.00,99.00,68.00,6.00,130537.00,70672.00
RN,2403103,Currais Novos,83.68,95.33,93.06,95,79.5,68.79,93.76,86.93,0.37,13868.00,121.25,170.80,0.63,0.72,40791.00,5262.00,35529.00,2.20,2791.00,2685.00,3569.00,1296.00,869414.00,502779.00
RN,2403202,Doutor Severiano,39.25,93.08,92.08,88.5,NA,14.9,39.63,55.77,0.26,2339.00,43.12,56.57,0.49,0.60,6552.00,4291.00,2261.00,2.86,26.00,25.00,87.00,51.00,109459.00,40636.00
RN,2403251,Parnamirim,90.52,94.7,99.37,92.9,80.4,65.67,74.76,94.05,0.44,45203.00,147.66,263.01,0.64,0.76,124690.00,15551.00,109139.00,2.49,63751.00,60198.00,7782.00,2925.00,3409428.00,1451148.00
RN,2403301,Encanto,44.86,93.23,93.36,96.5,2.4,36.46,89.72,68.52,0.29,1581.00,63.66,69.68,0.54,0.63,4798.00,2682.00,2116.00,3.30,51.00,53.00,48.00,15.00,176917.00,46003.00
RN,2403400,Equador,49.47,94.15,86.43,95.6,46.4,27.25,58.89,58.7,0.31,2210.00,64.99,98.88,0.56,0.67,5664.00,1340.00,4324.00,2.97,76.00,77.00,157.00,NA,31068.00,16975.00
RN,2403509,Esp_rito Santo,59.08,73.37,97.4,58.4,0.6,35.12,10.51,83.24,0.29,2648.00,48.76,70.88,0.44,0.58,10715.00,5006.00,5709.00,3.55,191.00,174.00,NA,NA,51498.00,1546.00
RN,2403608,Extremoz,71.47,44.83,97.52,76.4,76.6,32.42,30.38,85.01,0.29,5561.00,82.51,136.50,0.58,0.69,19572.00,6154.00,13418.00,3.53,2694.00,2973.00,270.00,186.00,265551.00,116566.00
RN,2403707,Felipe Guerra,48.39,84.37,85.52,80.2,NA,8.76,51.49,63.45,0.23,1564.00,68.97,86.99,0.54,0.63,5534.00,2258.00,3276.00,2.36,123.00,74.00,146.00,16.00,111358.00,53381.00
RN,2403756,Fernando Pedroza,39.91,93.99,90.91,NA,NA,4.29,25.62,72.91,0.28,790.00,50.70,96.02,0.47,0.63,2650.00,357.00,2293.00,2.36,79.00,68.00,NA,NA,59507.00,23391.00
RN,2403806,Flor_nia,55.49,91.4,89.52,92.1,57.6,29.01,82.94,71.95,0.31,3101.00,58.54,100.96,0.54,0.66,8978.00,2709.00,6269.00,2.89,178.00,158.00,NA,NA,209146.00,79878.00
RN,2403905,Francisco Dantas,47.4,67.73,86.3,98.2,NA,25.34,36.46,55.96,0.41,1058.00,60.23,91.77,0.51,0.62,3021.00,1450.00,1571.00,2.08,20.00,21.00,27.00,23.00,7427.00,6330.00
RN,2404002,Frutuoso Gomes,57.25,83.95,92.65,97.1,NA,25.28,84.24,74.34,0.32,1242.00,76.90,79.53,0.57,0.64,4580.00,1854.00,2726.00,2.48,57.00,48.00,136.00,45.00,66351.00,19423.00
RN,2404101,Galinhos,15.4,97.93,95.23,93.3,NA,4.22,77.36,88.55,0.34,575.00,69.96,77.55,0.50,0.61,1767.00,766.00,1001.00,3.49,75.00,56.00,NA,NA,33832.00,19105.00
RN,2404200,Goianinha,62.22,85.07,98.23,58.2,37.4,33.23,61.47,89.3,0.26,3560.00,72.76,106.16,0.50,0.65,17661.00,5192.00,12469.00,3.26,2466.00,2471.00,111.00,31.00,169853.00,101150.00
RN,2404309,Governador DixNASept Rosado,25.23,70.44,84.4,73.5,NA,11.99,31.74,69.95,0.22,3535.00,71.01,80.85,0.54,0.64,11772.00,5868.00,5904.00,2.61,157.00,131.00,NA,NA,11751.00,NA
RN,2404408,Grossos,41.08,91.23,95.99,75.3,NA,29.89,50.17,86.93,0.25,1992.00,74.87,104.80,0.55,0.68,8249.00,1974.00,6275.00,2.71,383.00,315.00,NA,NA,33878.00,13491.00
RN,2404507,Guamar_,26.97,96.89,96.69,66.5,NA,2.8,89.31,83.76,0.23,2203.00,75.56,92.13,0.52,0.65,8149.00,4550.00,3599.00,2.73,1356.00,1056.00,431.00,185.00,214899.00,86944.00
